facet,state,concept,description
food,Andhra Pradesh,Kaaja,"Deep-fried pastry soaked in sugar syrup, with variations like madatha kaaja and kakinada kaaja."
food,Andhra Pradesh,Sakinalu,"Deep-fried snack made of rice flour and sesame seeds, flavored with ajwain, prepared during Makara Sankranti."
food,Andhra Pradesh,Kajjikayalu,"Fried dumpling stuffed with suji, dry coconut powder, and sugar, usually prepared during Deepavali."
food,Andhra Pradesh,Sunnundallu,"Laddu made with roasted urad dal and jaggery or sugar, enhanced with ghee."
food,Andhra Pradesh,Boondi Laddu,Sweet made from fried chickpea flour droplets soaked in sugar syrup and formed into balls.
food,Andhra Pradesh,Rava Laddu,"Sweet made from semolina, sugar, and ghee, often garnished with nuts."
food,Andhra Pradesh,Bobbatlu,"Sweet flatbread made of chickpea flour, typically prepared during festivals."
food,Andhra Pradesh,Tapeswaram Kaaja,"Layered flour deep-fried and dipped in sugar syrup, a traditional sweet from Tapeswaram."
food,Andhra Pradesh,Pulagam Pongali,"Sweet dish made with rice and jaggery, offered during festivals."
food,Andhra Pradesh,Gavvalu,"Deep-fried and sugared balls of flour, also known as 'sweet shells'."
food,Andhra Pradesh,Chakkera Pongali,"Sweet pongal made with rice, jaggery, and ghee, often prepared during festivals."
food,Andhra Pradesh,Laskora Undalu,Coconut laddu made with grated coconut and jaggery or sugar syrup.
food,Arunachal Pradesh,Apong,"Traditional rice beer, fermented from rice or millet, enjoyed during festivals and gatherings."
food,Arunachal Pradesh,Thukpa,"Noodle soup with meat and vegetables, reflecting Tibetan influence, popular in daily meals."
food,Arunachal Pradesh,Momo,"Steamed dumplings filled with meat or vegetables, commonly consumed as snacks."
food,Arunachal Pradesh,Lukter,"Dry meat, often beef, smoked and sprinkled with chili flakes, served as a side dish."
food,Arunachal Pradesh,Pika Pila,"Apatani tribe's pickle made from bamboo shoot, pork fat, and King chili, accompanies meals."
food,Arunachal Pradesh,Bamboo Shoot Curry,"Tangy curry featuring fresh bamboo shoots, a staple in various traditional dishes."
food,Arunachal Pradesh,Chura Sabzi,"Curry made with fermented cheese and King chili, offering a creamy and spicy flavor."
food,Arunachal Pradesh,Zan,"Finger millet porridge mixed with vegetables, a protein-rich breakfast favorite among the Monpa tribe."
food,Arunachal Pradesh,Boiled Lettuce,"Simple dish of lettuce boiled with ginger, coriander, and green chilies, highlighting minimalistic cooking."
food,Arunachal Pradesh,Boiled Rice Cakes,"Rice cakes wrapped in leaves, commonly prepared for easy transport during travels."
food,Arunachal Pradesh,Fish Stew,"Lightly spiced fish stew, often prepared with local herbs, reflecting the state's riverine culture."
food,Arunachal Pradesh,Smoked Pork,"Pork smoked over a fire, imparting a distinct flavor, commonly enjoyed during community feasts."
food,Arunachal Pradesh,Rice with Boiled Vegetables,"Staple meal of rice served with an assortment of boiled greens, emphasizing simplicity."
food,Arunachal Pradesh,Fermented Soybean Chutney,"Chutney made from fermented soybeans, adding a tangy accompaniment to meals."
food,Arunachal Pradesh,Yak Milk Cheese,"Cheese derived from yak milk, used in various dishes or consumed directly."
food,Arunachal Pradesh,King Chili Chutney,"Fiery chutney made from Bhut Jolokia, one of the hottest chilies, adding heat to meals."
food,Arunachal Pradesh,Millet Bread,"Flatbread made from millet flour, commonly consumed with meat or vegetable dishes."
food,Arunachal Pradesh,Pumpkin Oambal,"Sweet and sour pumpkin dish, flavored with spices, reflecting unique regional tastes."
food,Arunachal Pradesh,Fried Fish with Herbs,"Local fish fried with indigenous herbs, showcasing the state's aquatic resources."
food,Arunachal Pradesh,Sticky Rice,"Glutinous rice variety, often steamed and served with various accompaniments."
food,Assam,Doi Chira,Beaten rice served with curd and jaggery; a popular Assamese breakfast staple
food,Assam,Tekeli Pitha and Laal Saah,Steamed rice cake prepared in an earthenware pot paired with hot red tea; enjoyed at breakfast
food,Assam,Khulasaporir Pitha with Laal Saah,Thin rice pancake made from ground rice flour served with red tea and jaggery
food,Assam,Ghila Pitha,Fried rice cake variant often enjoyed during festive occasions
food,Assam,Xutuli Pitha,Fried rice cake filled with a sesame mixture; offers a sweet–salty flavor
food,Assam,Sunga Pitha,Rice cake baked inside a young bamboo tube for a unique aroma and texture
food,Assam,Bhapotdiya Pitha,Steamed rice cake wrapped in banana leaves; a traditional Bihu delicacy
food,Assam,Lakhimi Pitha,Special pitha prepared during festivals; celebrated for its subtle taste
food,Assam,Tora Pitha,Rice pancake variant served as a light snack
food,Assam,Muthiya Pitha,Small rice cakes made from ground rice flour; enjoyed as sweet treats
food,Assam,Kholasapori Pitha,Rice cake with a distinctive filling and rolled presentation; served during festivities
food,Assam,Anguli Pitha,Finger-shaped rice cakes symbolizing traditional Assamese snack culture
food,Assam,Tel Pitha,"Rice cake fried in oil, offering a crispy texture"
food,Assam,Narikol Diya Pitha,Coconut stuffed rice cake; a popular variant for festive sweets
food,Assam,Til Pitha,Sweet rice cake stuffed with black sesame and jaggery; a Bihu specialty
food,Assam,Masor Tenga,"Tangy fish curry prepared with tomatoes, lemon, and local souring agents"
food,Assam,Naraxingho Masor Jul,Light fish stew cooked with aromatic curry leaves to retain the fish’s natural flavor
food,Assam,Haah Joha Kumura,Duck curry cooked with ash gourd (joha kumura) using minimal spices; a festive winter dish
food,Assam,Lai Xaak Gahori,Pork simmered with crunchy mustard greens (lai xaak) and traditional spices
food,Assam,Patot Diya Maas,Fresh fish steamed in banana leaves with herbs and spices; a rustic preparation
food,Assam,Til Diya Murgi,"Chicken cooked in a ground black sesame (til) paste for a nutty, aromatic flavor"
food,Assam,Baah Gaaj Bhoot Jolokia di Gahori,Pork cooked with fermented bamboo shoots and fiery ghost (bhoot) chili for an intense kick
food,Assam,Koldil Murgi,Chicken dish featuring finely chopped banana flower (koldil) and minimal spices
food,Assam,Dhekia Bhaji,Wild fiddlehead ferns (dhekia) stir-fried with baby potatoes or chickpeas; a seasonal green delight
food,Assam,Mati Dail Khar,Black lentils tempered with an alkaline extract from burned banana peels; a palate cleanser
food,Assam,Aloo Pitika,"Mashed boiled potatoes mixed with raw onions, mustard oil, and green chillies; a comfort food classic"
food,Assam,Outenga Diya Dail,Lentils cooked with tangy elephant apple (outenga) for a distinctive sour flavor
food,Assam,Poita Bhat,"Fermented rice soaked overnight and served with mustard oil, onions, and chillies"
food,Assam,Kosuthuri Kon Bilahir Logot,Tender colocasia (kosuthuri) leaves cooked with cherry tomatoes in a rustic style
food,Assam,Maah Proxador Khar,"Split green mung beans and chickpeas simmered with alkaline extract; a light, flavorful side"
food,Assam,Kothalguti Pitika,Mashed jackfruit seeds blended with fermented bamboo shoots and spices for a unique texture
food,Assam,Onla,"Bodo tribal dish of ground rice mixed with indigenous herbs; a complete, wholesome meal"
food,Assam,Pura,"Grilled or roasted vegetables, meat, or fish served as a side or main course in Assamese meals"
food,Assam,Jolpan,"Assorted breakfast snacks including sticky rice, flattened rice, and puffed rice, served with curd or jaggery"
food,Assam,Panitenga,"Traditional pickle made from ground mustard seeds with a tangy, sour flavor"
food,Assam,Kharoli,Fermented mustard seed paste pickle used as a palate cleanser
food,Assam,Maan Dhaniya Pator Chutney,Coriander-based chutney with green chillies and herbs; a fresh condiment
food,Assam,Ou Tengar Chutney,Tangy chutney made from elephant apple (ou tenga) to complement fish curries
food,Assam,Bor,Fried lentil or gram balls (similar to vada) enjoyed as a snack
food,Assam,Fritter,Assamese fritters made from tender leaves or flowers of pumpkin and bottle gourd
food,Assam,Rice Beer,"Traditional fermented rice beverage (known as Nam-lao, Laopani, or Aapong) served during festivities"
food,Assam,Assam Tea,Robust black tea that forms an integral part of Assamese daily life and snack culture
food,Bihar,Litti Chokha,Baked wheat‐flour balls stuffed with spiced sattu (roasted gram flour) served with mashed roasted vegetables (chokha).
food,Bihar,Chana Ghugni,"A tangy, spicy chickpea preparation often enjoyed as an evening snack or tea-time dish."
food,Bihar,Tamatar ki Chaat,"A zesty tomato-based chaat, spiced and tangy, popular among Bihar’s street food offerings."
food,Bihar,Khajuria/Thekua,"A deep‐fried sweet snack made from wheat flour and jaggery, traditionally prepared during Chhath Puja."
food,Bihar,Kesar Peda,"A rich, milk-based sweet flavored with saffron and cardamom, enjoyed as a festive dessert."
food,Bihar,Parwal ki Mithai,"A unique sweet made from pointed gourd stuffed with khoya and dry fruits, then dipped in warm sugar syrup."
food,Bihar,Khurma and Laktho,"Crispy, deep‐fried sweet snacks made from wheat or rice flour with jaggery, offering a delightful crunch."
food,Bihar,Gur Anarsa,"A sweet treat of rice flour and jaggery, coated with sesame seeds; a traditional delicacy in Bihar."
food,Bihar,Naivedyam,"A type of laddoo made with gram flour, sugar, and nuts, often prepared as prasad (religious offering)."
food,Bihar,Kadhi Badi,"A tangy yogurt-based curry enriched with fried gram flour dumplings, commonly enjoyed with rice."
food,Bihar,Dal Peetha,"Steamed or fried rice-flour dumplings filled with spiced lentil paste, a popular breakfast or snack item."
food,Bihar,Sattu ka Sharbat,"A refreshing, high-energy drink made from roasted gram flour, water, salt, and spices; perfect for summer."
food,Bihar,Bihari Kebabs,Marinated and grilled meat skewers (traditionally mutton) that are a prized non-vegetarian delicacy.
food,Bihar,Reshmi Kebabs,"Tender, melt-in-your-mouth kebabs with a delicate marinade; a modern twist on traditional Bihari meat fare."
food,Bihar,Mahi Korma,"A rich fish curry prepared with aromatic spices and a creamy gravy, reflecting Bihar’s riverine influences."
food,Bihar,Bihari Mutton Curry,A slow-cooked mutton stew (often called Champaran meat) with potatoes and spices in a thick gravy.
food,Bihar,Bhooja,"A crunchy snack of puffed and flattened rice seasoned with spices and mustard oil, enjoyed as an evening treat."
food,Bihar,Dhuska,"A deep-fried pancake made from a batter of rice and lentil flour, typically served as a breakfast or snack item."
food,Bihar,Laai (Laadi Laddoo),"Sweet, round laddoos made with rice puffs or broken wheat and jaggery, a beloved snack or dessert."
food,Bihar,Sattu Paratha,"Flatbread stuffed with a spiced mixture of sattu (roasted gram flour), popular for its filling and nutritious qualities."
food,Bihar,Chokha,"A rustic mash of roasted vegetables (eggplant, potato, tomato) seasoned with garlic and mustard oil."
food,Bihar,Ghugni,"A tangy preparation of black chickpeas or yellow peas simmered in aromatic spices, enjoyed as a snack."
food,Bihar,Dahi Chura,"Flattened rice mixed with creamy curd and jaggery, a traditional and wholesome breakfast dish."
food,Bihar,Thekua,"A deep-fried sweet cookie made from whole wheat, jaggery, and ghee, especially popular during Chhath Puja."
food,Bihar,Tilkut,"A winter sweet made from sesame seeds and jaggery, celebrated for its rich, nutty flavor."
food,Bihar,Malpua,"A sweet pancake prepared with flour, milk, bananas, and dry fruits, often soaked in sugar syrup for extra sweetness."
food,Bihar,Balushahi,"A flaky, deep-fried sweet similar to a doughnut, commonly exchanged during festive occasions and weddings."
food,Bihar,Khaja,"A layered, crispy sweet made from refined flour and sugar, a signature treat at weddings and special events."
food,Bihar,Postaa-dana ka Halwa,"A sweet pudding made from poppy seeds, ghee, and jaggery, traditionally prepared in winter."
food,Bihar,Rabri/Basundi,"A thick, creamy milk-based dessert often flavored with cardamom and saffron, enjoyed as a sweet ending to meals."
food,Bihar,Peda,"Milk-based sweets made from condensed milk and sugar, available in various regional styles and flavors."
food,Bihar,Kala Jamun,"A darker, denser version of gulab jamun, infused with saffron for a rich taste."
food,Bihar,Anarsa,"A sweet rice cake made with khoya and jaggery, typically coated with sesame seeds, reflecting ancient Bihari traditions."
food,Bihar,Bihari Kheer (Rasia),"A special, aromatic rice pudding prepared during Chhath Puja with a thinner consistency and subtle flavors."
food,Bihar,Bihari Pickles,"Assorted traditional pickles made from mango, lemon, and other seasonal fruits and vegetables using local spices."
food,Chhattisgarh,Chila,"Savory pancake made from rice flour, similar to dosa, often enjoyed with green chutney."
food,Chhattisgarh,Faraa,"Steamed dumplings made from rice flour, resembling Gujarati muthia, typically served during breakfast."
food,Chhattisgarh,Dehrori,"Sweet dessert made from fermented rice batter, deep-fried and soaked in sugar syrup, prepared during festivals."
food,Chhattisgarh,Sabudana Ki Khichdi,"Dish made from soaked sabudana (tapioca pearls) mixed with vegetables and spices, commonly consumed during fasts."
food,Chhattisgarh,Bhajia,"Popular street food made from gram flour batter, deep-fried with various ingredients like chili, onion, or potato."
food,Chhattisgarh,Bara,"Light snack made from fermented urad dal, mixed with vegetables and spices, similar to South Indian vada."
food,Chhattisgarh,Aamat,"Traditional dish made from mixed vegetables cooked with bamboo shoots and spices, considered the state's version of sambhar."
food,Chhattisgarh,Bafauri,"Healthy snack made from chana dal (split chickpeas) mixed with spices, steamed instead of fried."
food,Chhattisgarh,Chousela,"Deep-fried bread made from rice flour, often prepared during special occasions and festivals."
food,Chhattisgarh,Dubki Kadhi,"Spicy curry made from gram flour and curd, with pakoras (fritters) dipped in it, served with rice."
